,Biological Group,Class,Common Name,Relation to Imagenet,Notes,Annotator
2656,Mollusca,Lottia gigantea,,,,
2657,Mollusca,Lottia scabra,,,,
2658,Mollusca,Megapallifera mutabilis,,,,
2659,Mollusca,Megastraea undosa,,,,
2660,Mollusca,Megathura crenulata,,,,
2661,Mollusca,Mercenaria mercenaria,,,,
2662,Mollusca,Monadenia fidelis,,,,
2663,Mollusca,Mopalia lignosa,,,,
2664,Mollusca,Mopalia muscosa,,,,
2665,Mollusca,Mytilus californianus,,,,
2666,Mollusca,Mytilus edulis,,,,
2667,Mollusca,Navanax inermis,,,,
2668,Mollusca,Neobernaya spadicea,,,,
2669,Mollusca,Neverita duplicata,,,,
2670,Mollusca,Neverita lewisii,,,,
2671,Mollusca,Nucella lamellosa,,,,
2672,Mollusca,Nucella ostrina,,,,
2673,Mollusca,Nuttallina californica,,,,
2674,Mollusca,Octopus rubescens,,,,
2675,Mollusca,Okenia rosacea,,,,
2676,Mollusca,Oligyra orbiculata,,,,
2677,Mollusca,Olivella biplicata,,,,
2678,Mollusca,Otala lactea,,,,
2679,Mollusca,Oxychilus draparnaudi,,,,
2680,Mollusca,Peltodoris nobilis,,,,
2681,Mollusca,Phidiana hiltoni,,,,
2682,Mollusca,Planorbella trivolvis,,,,
2683,Mollusca,Pomacea canaliculata,,,,
2684,Mollusca,Rabdotus dealbatus,,,,
2685,Mollusca,Rumina decollata,,,,
2686,Mollusca,Sypharochiton pelliserpentis,,,,
2687,Mollusca,Tegula brunnea,,,,
2688,Mollusca,Tegula funebralis,,,,
2689,Mollusca,Theba pisana,,,,
2690,Mollusca,Thylacodes squamigerus,,,,
2691,Mollusca,Tonicella lineata,,,,
2692,Mollusca,Triopha catalinae,,,,
2693,Mollusca,Triopha maculata,,,,
2694,Mollusca,Urosalpinx cinerea,,,,
2695,Plantae,Abies balsamea,,,,
2696,Plantae,Abies concolor,,,,
2697,Plantae,Abies grandis,,,,
2698,Plantae,Abronia latifolia,,,,
2699,Plantae,Abronia maritima,,,,
2700,Plantae,Abronia umbellata,,,,
2701,Plantae,Abronia villosa,,,,
2702,Plantae,Abutilon theophrasti,,,,
2703,Plantae,Acacia farnesiana,,,,
2704,Plantae,Acanthus mollis,,,,
2705,Plantae,Acer campestre,,,,
2706,Plantae,Acer circinatum,,,,
2707,Plantae,Acer glabrum,,,,
2708,Plantae,Acer grandidentatum,,,,
2709,Plantae,Acer macrophyllum,,,,
2710,Plantae,Acer negundo,,,,
2711,Plantae,Acer palmatum,,,,
2712,Plantae,Acer pensylvanicum,,,,
2713,Plantae,Acer platanoides,,,,
2714,Plantae,Acer pseudoplatanus,,,,
2715,Plantae,Acer rubrum,,,,
2716,Plantae,Acer saccharinum,,,,
2717,Plantae,Acer saccharum,,,,
2718,Plantae,Acer spicatum,,,,
2719,Plantae,Achillea millefolium,,,,
2720,Plantae,Achlys triphylla,,,,
2721,Plantae,Achnatherum hymenoides,,,,
2722,Plantae,Achyrachaena mollis,,,,
2723,Plantae,Acmispon americanus,,,,
2724,Plantae,Acmispon glaber,,,,
2725,Plantae,Aconitum columbianum,,,,
2726,Plantae,Actaea pachypoda,,,,
2727,Plantae,Actaea racemosa,,,,
2728,Plantae,Actaea rubra,,,,
2729,Plantae,Adenocaulon bicolor,,,,
2730,Plantae,Adenostoma fasciculatum,,,,
2731,Plantae,Adiantum aleuticum,,,,
2732,Plantae,Adiantum capillus-veneris,,,,
2733,Plantae,Adiantum jordanii,,,,
2734,Plantae,Adiantum pedatum,,,,
2735,Plantae,Aegopodium podagraria,,,,
2736,Plantae,Aesculus californica,,,,
2737,Plantae,Aesculus glabra,,,,
2738,Plantae,Aesculus hippocastanum,,,,
2739,Plantae,Aesculus pavia,,,,
2740,Plantae,Agalinis heterophylla,,,,
2741,Plantae,Agalinis purpurea,,,,
2742,Plantae,Agathis australis,,,,
2743,Plantae,Agave americana,,,,
2744,Plantae,Agave lechuguilla,,,,
2745,Plantae,Ageratina adenophora,,,,
2746,Plantae,Ageratina altissima,,,,
2747,Plantae,Ailanthus altissima,,,,
2748,Plantae,Ajuga reptans,,,,
2749,Plantae,Albizia julibrissin,,,,
2750,Plantae,Alectryon excelsus,,,,
2751,Plantae,Alisma plantago-aquatica,,,,
2752,Plantae,Alisma subcordatum,,,,
2753,Plantae,Alisma triviale,,,,
2754,Plantae,Alliaria petiolata,,,,
2755,Plantae,Allionia incarnata,,,,
2756,Plantae,Allium canadense,,,,
2757,Plantae,Allium cernuum,,,,
2758,Plantae,Allium drummondii,,,,
2759,Plantae,Allium tricoccum,,,,
2760,Plantae,Allium triquetrum,,,,
2761,Plantae,Allium ursinum,,,,
2762,Plantae,Allium validum,,,,
2763,Plantae,Allium vineale,,,,
2764,Plantae,Allotropa virgata,,,,
2765,Plantae,Alnus glutinosa,,,,
2766,Plantae,Alnus incana,,,,
2767,Plantae,Alnus rhombifolia,,,,
2768,Plantae,Alnus rubra,,,,
2769,Plantae,Aloe vera,,,,
2770,Plantae,Aloysia gratissima,,,,
2771,Plantae,Alternanthera philoxeroides,,,,
2772,Plantae,Amaryllis belladonna,,,,
2773,Plantae,Ambrosia artemisiifolia,,,,
2774,Plantae,Ambrosia chamissonis,,,,
2775,Plantae,Ambrosia psilostachya,,,,
2776,Plantae,Ambrosia salsola,,,,
2777,Plantae,Ambrosia trifida,,,,
2778,Plantae,Amelanchier alnifolia,,,,
2779,Plantae,Ammophila arenaria,,,,
2780,Plantae,Ammophila breviligulata,,,,
2781,Plantae,Amorpha canescens,,,,
2782,Plantae,Amorpha fruticosa,,,,
2783,Plantae,Ampelopsis arborea,,,,
2784,Plantae,Ampelopsis brevipedunculata,,,,
2785,Plantae,Amphiachyris dracunculoides,,,,
2786,Plantae,Amphicarpaea bracteata,,,,
2787,Plantae,Anacamptis morio,,,,
2788,Plantae,Anacamptis pyramidalis,,,,
2789,Plantae,Anagallis arvensis,,,,
2790,Plantae,Anaphalis margaritacea,,,,
2791,Plantae,Andropogon gerardii,,,,
2792,Plantae,Andropogon glomeratus,,,,
2793,Plantae,Anemone acutiloba,,,,
2794,Plantae,Anemone americana,,,,
2795,Plantae,Anemone berlandieri,,,,
2796,Plantae,Anemone canadensis,,,,
2797,Plantae,Anemone hepatica,,,,
2798,Plantae,Anemone nemorosa,,,,
2799,Plantae,Anemone occidentalis,,,,
2800,Plantae,Anemone quinquefolia,,,,
2801,Plantae,Anemone virginiana,,,,
2802,Plantae,Anemopsis californica,,,,
2803,Plantae,Angelica atropurpurea,,,,
2804,Plantae,Angelica hendersonii,,,,
2805,Plantae,Anisocarpus madioides,,,,
2806,Plantae,Anoda cristata,,,,
2807,Plantae,Anthoxanthum odoratum,,,,
2808,Plantae,Antigonon leptopus,,,,
2809,Plantae,Antirrhinum majus,,,,
2810,Plantae,Apios americana,,,,
2811,Plantae,Aplectrum hyemale,,,,
2812,Plantae,Apocynum androsaemifolium,,,,
2813,Plantae,Apocynum cannabinum,,,,
2814,Plantae,Aptenia cordifolia,,,,
2815,Plantae,Aquilegia caerulea,,,,
2816,Plantae,Aquilegia canadensis,,,,
2817,Plantae,Aquilegia formosa,,,,
2818,Plantae,Aquilegia vulgaris,,,,
2819,Plantae,Arabis blepharophylla,,,,
2820,Plantae,Aralia californica,,,,
2821,Plantae,Aralia nudicaulis,,,,
2822,Plantae,Aralia racemosa,,,,
2823,Plantae,Aralia spinosa,,,,
2824,Plantae,Arbutus menziesii,,,,
2825,Plantae,Arbutus unedo,,,,
2826,Plantae,Arbutus xalapensis,,,,
2827,Plantae,Arctium lappa,,,,
2828,Plantae,Arctium minus,,,,
2829,Plantae,Arctostaphylos glauca,,,,
2830,Plantae,Arctostaphylos patula,,,,
2831,Plantae,Arctostaphylos pungens,,,,
2832,Plantae,Arctostaphylos uva-ursi,,,,
2833,Plantae,Arctotheca calendula,,,,
2834,Plantae,Argemone albiflora,,,,
2835,Plantae,Argemone mexicana,,,,
2836,Plantae,Argemone munita,,,,
2837,Plantae,Argemone ochroleuca,,,,
2838,Plantae,Arisaema dracontium,,,,
2839,Plantae,Arisaema triphyllum,,,,
2840,Plantae,Aristolochia californica,,,,
2841,Plantae,Aristotelia serrata,,,,
2842,Plantae,Armeria maritima,,,,
2843,Plantae,Arnoglossum plantagineum,,,,
2844,Plantae,Artemisia californica,,,,
2845,Plantae,Artemisia douglasiana,,,,
2846,Plantae,Artemisia ludoviciana,,,,
2847,Plantae,Artemisia pycnocephala,,,,
2848,Plantae,Artemisia tridentata,,,,
2849,Plantae,Artemisia vulgaris,,,,
2850,Plantae,Arum italicum,,,,
2851,Plantae,Arum maculatum,,,,
2852,Plantae,Aruncus dioicus,,,,
2853,Plantae,Arundina graminifolia,,,,
2854,Plantae,Arundinaria gigantea,,,,
2855,Plantae,Arundo donax,,,,
2856,Plantae,Asarum canadense,,,,
2857,Plantae,Asarum caudatum,,,,
2858,Plantae,Asclepias amplexicaulis,,,,
2859,Plantae,Asclepias asperula,,,,
2860,Plantae,Asclepias cordifolia,,,,
2861,Plantae,Asclepias curassavica,,,,
2862,Plantae,Asclepias eriocarpa,,,,
2863,Plantae,Asclepias exaltata,,,,
2864,Plantae,Asclepias fascicularis,,,,
2865,Plantae,Asclepias incarnata,,,,
2866,Plantae,Asclepias latifolia,,,,
2867,Plantae,Asclepias linaria,,,,
2868,Plantae,Asclepias oenotheroides,,,,
2869,Plantae,Asclepias perennis,,,,
2870,Plantae,Asclepias quadrifolia,,,,
2871,Plantae,Asclepias speciosa,,,,
2872,Plantae,Asclepias syriaca,,,,
2873,Plantae,Asclepias tuberosa,,,,
2874,Plantae,Asclepias variegata,,,,
2875,Plantae,Asclepias verticillata,,,,
2876,Plantae,Asclepias viridiflora,,,,
2877,Plantae,Asclepias viridis,,,,
2878,Plantae,Asimina triloba,,,,
2879,Plantae,Asparagus officinalis,,,,
2880,Plantae,Asphodelus fistulosus,,,,
2881,Plantae,Aspidotis densa,,,,
2882,Plantae,Asplenium bulbiferum,,,,
2883,Plantae,Asplenium flabellifolium,,,,
2884,Plantae,Asplenium flaccidum,,,,
2885,Plantae,Asplenium oblongifolium,,,,
2886,Plantae,Asplenium platyneuron,,,,
2887,Plantae,Asplenium polyodon,,,,
2888,Plantae,Asplenium rhizophyllum,,,,
2889,Plantae,Asplenium ruta-muraria,,,,
2890,Plantae,Asplenium trichomanes,,,,
2891,Plantae,Astelia fragrans,,,,
2892,Plantae,Asyneuma prenanthoides,,,,
2893,Plantae,Athyrium filix-femina,,,,
2894,Plantae,Atrichoseris platyphylla,,,,
2895,Plantae,Atriplex canescens,,,,
2896,Plantae,Atriplex hymenelytra,,,,
2897,Plantae,Atriplex lentiformis,,,,
2898,Plantae,Atriplex prostrata,,,,
2899,Plantae,Avena fatua,,,,
2900,Plantae,Avicennia germinans,,,,
2901,Plantae,Baccharis halimifolia,,,,
2902,Plantae,Baccharis neglecta,,,,
2903,Plantae,Baccharis pilularis,,,,
2904,Plantae,Baccharis salicifolia,,,,
2905,Plantae,Baccharis sarothroides,,,,
2906,Plantae,Bacopa monnieri,,,,
2907,Plantae,Baileya multiradiata,,,,
2908,Plantae,Balsamorhiza sagittata,,,,
2909,Plantae,Baptisia alba,,,,
2910,Plantae,Baptisia australis,,,,
2911,Plantae,Baptisia bracteata,,,,
2912,Plantae,Barbarea vulgaris,,,,
2913,Plantae,Beilschmiedia tawa,,,,
2914,Plantae,Bellardia trixago,,,,
2915,Plantae,Bellis perennis,,,,
2916,Plantae,Berberis aquifolium,,,,
2917,Plantae,Berberis nervosa,,,,
2918,Plantae,Berberis repens,,,,
2919,Plantae,Berberis thunbergii,,,,
2920,Plantae,Berberis trifoliolata,,,,
2921,Plantae,Berberis vulgaris,,,,
2922,Plantae,Berchemia scandens,,,,
2923,Plantae,Berteroa incana,,,,
2924,Plantae,Betula alleghaniensis,,,,
2925,Plantae,Betula lenta,,,,
2926,Plantae,Betula nigra,,,,
2927,Plantae,Betula papyrifera,,,,
2928,Plantae,Betula pendula,,,,
2929,Plantae,Betula populifolia,,,,
2930,Plantae,Bidens alba,,,,
2931,Plantae,Bidens cernua,,,,
2932,Plantae,Bidens frondosa,,,,
2933,Plantae,Bidens pilosa,,,,
2934,Plantae,Bignonia capreolata,,,,
2935,Plantae,Bistorta bistortoides,,,,
2936,Plantae,Blechnum chambersii,,,,
2937,Plantae,Blechnum discolor,,,,
2938,Plantae,Blechnum filiforme,,,,
2939,Plantae,Blechnum fluviatile,,,,
2940,Plantae,Blechnum novae-zelandiae,,,,
2941,Plantae,Blechnum penna-marina,,,,
2942,Plantae,Blechnum procerum,,,,
2943,Plantae,Blechnum spicant,,,,
2944,Plantae,Bloomeria crocea,,,,
2945,Plantae,Boehmeria cylindrica,,,,
2946,Plantae,Boerhavia coccinea,,,,
2947,Plantae,Borago officinalis,,,,
2948,Plantae,Borrichia frutescens,,,,
2949,Plantae,Bothriochloa ischaemum,,,,
2950,Plantae,Bothriochloa laguroides,,,,
2951,Plantae,Botrychium dissectum,,,,
2952,Plantae,Botrypus virginianus,,,,
2953,Plantae,Bouteloua curtipendula,,,,
2954,Plantae,Bouteloua dactyloides,,,,
2955,Plantae,Bouteloua gracilis,,,,
2956,Plantae,Bouvardia ternifolia,,,,
2957,Plantae,Brachyglottis repanda,,,,
2958,Plantae,Brasenia schreberi,,,,
2959,Plantae,Brassica nigra,,,,
2960,Plantae,Brassica rapa,,,,
2961,Plantae,Brickellia californica,,,,
2962,Plantae,Briza maxima,,,,
2963,Plantae,Briza minor,,,,
2964,Plantae,Brodiaea elegans,,,,
2965,Plantae,Bromus diandrus,,,,
2966,Plantae,Bromus hordeaceus,,,,
2967,Plantae,Bromus tectorum,,,,
2968,Plantae,Broussonetia papyrifera,,,,
2969,Plantae,Buddleja davidii,,,,
2970,Plantae,Buglossoides arvensis,,,,
2971,Plantae,Bursera simaruba,,,,
2972,Plantae,Butomus umbellatus,,,,
2973,Plantae,Caesalpinia pulcherrima,,,,
2974,Plantae,Cakile edentula,,,,
2975,Plantae,Cakile maritima,,,,
2976,Plantae,Calandrinia menziesii,,,,
2977,Plantae,Calendula officinalis,,,,
2978,Plantae,Calla palustris,,,,
2979,Plantae,Callicarpa americana,,,,
2980,Plantae,Callirhoe involucrata,,,,
2981,Plantae,Callirhoe pedata,,,,
2982,Plantae,Callistemon citrinus,,,,
2983,Plantae,Calluna vulgaris,,,,
2984,Plantae,Calocedrus decurrens,,,,
2985,Plantae,Calochortus albus,,,,
2986,Plantae,Calochortus amabilis,,,,
2987,Plantae,Calochortus leichtlinii,,,,
2988,Plantae,Calochortus luteus,,,,
2989,Plantae,Calochortus nuttallii,,,,
2990,Plantae,Calochortus plummerae,,,,
2991,Plantae,Calochortus pulchellus,,,,
2992,Plantae,Calochortus splendens,,,,
2993,Plantae,Calochortus tiburonensis,,,,
2994,Plantae,Calochortus tolmiei,,,,
2995,Plantae,Calochortus umbellatus,,,,
2996,Plantae,Calochortus venustus,,,,
2997,Plantae,Calopogon tuberosus,,,,
2998,Plantae,Caltha leptosepala,,,,
2999,Plantae,Caltha palustris,,,,
3000,Plantae,Calycanthus floridus,,,,
3001,Plantae,Calycanthus occidentalis,,,,
3002,Plantae,Calylophus berlandieri,,,,
3003,Plantae,Calypso bulbosa,,,,
3004,Plantae,Calypso bulbosa occidentalis,,,,
3005,Plantae,Calyptocarpus vialis,,,,
3006,Plantae,Calyptridium monospermum,,,,
3007,Plantae,Calystegia macrostegia,,,,
3008,Plantae,Calystegia sepium,,,,
3009,Plantae,Calystegia soldanella,,,,
3010,Plantae,Camassia quamash,,,,
3011,Plantae,Camassia scilloides,,,,
3012,Plantae,Camissoniopsis cheiranthifolia,,,,
3013,Plantae,Campanula rapunculoides,,,,
3014,Plantae,Campanula rotundifolia,,,,
3015,Plantae,Campanulastrum americanum,,,,
3016,Plantae,Campsis radicans,,,,
3017,Plantae,Canna indica,,,,
3018,Plantae,Capnoides sempervirens,,,,
3019,Plantae,Capparis spinosa,,,,
3020,Plantae,Capsella bursa-pastoris,,,,
3021,Plantae,Capsicum annuum,,,,
3022,Plantae,Cardamine bulbosa,,,,
3023,Plantae,Cardamine californica,,,,
3024,Plantae,Cardamine concatenata,,,,
3025,Plantae,Cardamine diphylla,,,,
3026,Plantae,Cardamine douglassii,,,,
3027,Plantae,Cardamine hirsuta,,,,
3028,Plantae,Cardamine impatiens,,,,
3029,Plantae,Cardamine pratensis,,,,
3030,Plantae,Cardiospermum halicacabum,,,,
3031,Plantae,Carduus nutans,,,,
3032,Plantae,Carduus pycnocephalus,,,,
3033,Plantae,Carex grayi,,,,
3034,Plantae,Carex intumescens,,,,
3035,Plantae,Carex lupulina,,,,
3036,Plantae,Carex obnupta,,,,
3037,Plantae,Carex pensylvanica,,,,
3038,Plantae,Carex plantaginea,,,,
3039,Plantae,Carica papaya,,,,
3040,Plantae,Carnegiea gigantea,,,,
3041,Plantae,Carpinus betulus,,,,
3042,Plantae,Carpinus caroliniana,,,,
3043,Plantae,Carpobrotus chilensis,,,,
3044,Plantae,Carpobrotus edulis,,,,
3045,Plantae,Carpodetus serratus,,,,
3046,Plantae,Carya cordiformis,,,,
3047,Plantae,Carya glabra,,,,
3048,Plantae,Carya illinoinensis,,,,
3049,Plantae,Carya ovata,,,,
3050,Plantae,Cassiope mertensiana,,,,
3051,Plantae,Castanea dentata,,,,
3052,Plantae,Castanea sativa,,,,
3053,Plantae,Castilleja affinis,,,,
3054,Plantae,Castilleja chromosa,,,,
3055,Plantae,Castilleja coccinea,,,,
3056,Plantae,Castilleja exserta,,,,
3057,Plantae,Castilleja foliolosa,,,,
3058,Plantae,Castilleja hispida,,,,
3059,Plantae,Castilleja indivisa,,,,
3060,Plantae,Castilleja miniata,,,,
3061,Plantae,Castilleja nana,,,,
3062,Plantae,Castilleja purpurea,,,,
3063,Plantae,Castilleja tenuiflora,,,,
3064,Plantae,Catalpa speciosa,,,,
3065,Plantae,Catharanthus roseus,,,,
3066,Plantae,Caulophyllum giganteum,,,,
3067,Plantae,Caulophyllum thalictroides,,,,
3068,Plantae,Ceanothus americanus,,,,
3069,Plantae,Ceanothus cordulatus,,,,
3070,Plantae,Ceanothus cuneatus,,,,
3071,Plantae,Ceanothus herbaceus,,,,
3072,Plantae,Ceanothus prostratus,,,,
3073,Plantae,Ceanothus thyrsiflorus,,,,
3074,Plantae,Ceanothus velutinus,,,,
3075,Plantae,Ceiba pentandra,,,,
3076,Plantae,Celastrus orbiculatus,,,,
3077,Plantae,Celastrus scandens,,,,
3078,Plantae,Celtis laevigata,,,,
3079,Plantae,Celtis occidentalis,,,,
3080,Plantae,Celtis pallida,,,,
3081,Plantae,Cenchrus ciliaris,,,,
3082,Plantae,Centaurea americana,,,,
3083,Plantae,Centaurea calcitrapa,,,,
3084,Plantae,Centaurea cyanus,,,,
3085,Plantae,Centaurea jacea,,,,
3086,Plantae,Centaurea melitensis,,,,
3087,Plantae,Centaurea montana,,,,
3088,Plantae,Centaurea solstitialis,,,,
3089,Plantae,Centaurea stoebe,,,,
3090,Plantae,Centaurea stoebe micranthos,,,,
3091,Plantae,Centaurium erythraea,,,,
3092,Plantae,Centranthus ruber,,,,
3093,Plantae,Centrosema virginianum,,,,
3094,Plantae,Cephalanthus occidentalis,,,,
3095,Plantae,Cerastium arvense,,,,
3096,Plantae,Cerastium fontanum,,,,
3097,Plantae,Cerastium glomeratum,,,,
3098,Plantae,Ceratophyllum demersum,,,,
3099,Plantae,Cercis canadensis,,,,
3100,Plantae,Cercis canadensis texensis,,,,
3101,Plantae,Cercis occidentalis,,,,
3102,Plantae,Cercocarpus betuloides,,,,
3103,Plantae,Chaerophyllum tainturieri,,,,
3104,Plantae,Chamaebatia foliolosa,,,,
3105,Plantae,Chamaecrista fasciculata,,,,
3106,Plantae,Chamaecyparis thyoides,,,,
3107,Plantae,Chamaedaphne calyculata,,,,
3108,Plantae,Chamerion angustifolium,,,,
3109,Plantae,Chamerion latifolium,,,,
3110,Plantae,Chasmanthium latifolium,,,,
3111,Plantae,Chelidonium majus,,,,
3112,Plantae,Chelone glabra,,,,
3113,Plantae,Chenopodium album,,,,
3114,Plantae,Chilopsis linearis,,,,
3115,Plantae,Chimaphila maculata,,,,
3116,Plantae,Chimaphila menziesii,,,,
3117,Plantae,Chimaphila umbellata,,,,
3118,Plantae,Chlorogalum pomeridianum,,,,
3119,Plantae,Chondracanthus exasperatus,,,,
3120,Plantae,Chrysogonum virginianum,,,,
3121,Plantae,Chrysolepis chrysophylla,,,,
3122,Plantae,Chrysolepis sempervirens,,,,
3123,Plantae,Chylismia brevipes,,,,
3124,Plantae,Chylismia claviformis,,,,
3125,Plantae,Cichorium intybus,,,,
3126,Plantae,Cicuta maculata,,,,
3127,Plantae,Circaea alpina,,,,
3128,Plantae,Circaea lutetiana,,,,
3129,Plantae,Cirsium andersonii,,,,
3130,Plantae,Cirsium arvense,,,,
3131,Plantae,Cirsium discolor,,,,
3132,Plantae,Cirsium horridulum,,,,
3133,Plantae,Cirsium muticum,,,,
3134,Plantae,Cirsium occidentale,,,,
3135,Plantae,Cirsium occidentale venustum,,,,
3136,Plantae,Cirsium scariosum,,,,
3137,Plantae,Cirsium texanum,,,,
3138,Plantae,Cirsium undulatum,,,,
3139,Plantae,Cirsium vulgare,,,,
3140,Plantae,Cissus incisa,,,,
3141,Plantae,Cladophora columbiana,,,,
3142,Plantae,Clarkia amoena,,,,
3143,Plantae,Clarkia concinna,,,,
3144,Plantae,Clarkia purpurea,,,,
3145,Plantae,Clarkia rubicunda,,,,
3146,Plantae,Clarkia unguiculata,,,,
3147,Plantae,Claytonia caroliniana,,,,
3148,Plantae,Claytonia lanceolata,,,,
3149,Plantae,Claytonia perfoliata,,,,
3150,Plantae,Claytonia sibirica,,,,
3151,Plantae,Claytonia virginica,,,,
3152,Plantae,Clematis drummondii,,,,
3153,Plantae,Clematis lasiantha,,,,
3154,Plantae,Clematis paniculata,,,,
3155,Plantae,Clematis pitcheri,,,,
3156,Plantae,Clematis terniflora,,,,
3157,Plantae,Clematis virginiana,,,,
3158,Plantae,Clematis vitalba,,,,
3159,Plantae,Clethra alnifolia,,,,
3160,Plantae,Clinopodium douglasii,,,,
3161,Plantae,Clinopodium vulgare,,,,
3162,Plantae,Clintonia andrewsiana,,,,
3163,Plantae,Clintonia borealis,,,,
3164,Plantae,Clintonia uniflora,,,,
3165,Plantae,Clitoria mariana,,,,
3166,Plantae,Cnidoscolus texanus,,,,
3167,Plantae,Coccoloba uvifera,,,,
3168,Plantae,Cocculus carolinus,,,,
3169,Plantae,Cocos nucifera,,,,
3170,Plantae,Codium fragile,,,,
3171,Plantae,Colchicum autumnale,,,,
3172,Plantae,Collinsia heterophylla,,,,
3173,Plantae,Collinsia parviflora,,,,
3174,Plantae,Collinsonia canadensis,,,,
3175,Plantae,Collomia grandiflora,,,,
3176,Plantae,Colocasia esculenta,,,,
3177,Plantae,Comandra umbellata,,,,
3178,Plantae,Comarum palustre,,,,
3179,Plantae,Commelina communis,,,,
3180,Plantae,Commelina erecta,,,,
3181,Plantae,Comptonia peregrina,,,,
3182,Plantae,Conium maculatum,,,,
3183,Plantae,Conocarpus erectus,,,,
3184,Plantae,Conocephalum conicum,,,,
3185,Plantae,Conoclinium coelestinum,,,,
3186,Plantae,Conopholis alpina,,,,
3187,Plantae,Conopholis americana,,,,
3188,Plantae,Convallaria majalis,,,,
3189,Plantae,Convolvulus arvensis,,,,
3190,Plantae,Convolvulus equitans,,,,
3191,Plantae,Cooperia drummondii,,,,
3192,Plantae,Cooperia pedunculata,,,,
3193,Plantae,Coprosma foetidissima,,,,
3194,Plantae,Coprosma grandifolia,,,,
3195,Plantae,Coprosma lucida,,,,
3196,Plantae,Coprosma propinqua,,,,
3197,Plantae,Coprosma repens,,,,
3198,Plantae,Coprosma rhamnoides,,,,
3199,Plantae,Coprosma robusta,,,,
3200,Plantae,Coprosma rotundifolia,,,,
3201,Plantae,Coptis trifolia,,,,
3202,Plantae,Corallorhiza maculata,,,,
3203,Plantae,Corallorhiza mertensiana,,,,
3204,Plantae,Corallorhiza striata,,,,
3205,Plantae,Cordia boissieri,,,,
3206,Plantae,Cordyline australis,,,,
3207,Plantae,Cordyline indivisa,,,,
3208,Plantae,Coreopsis lanceolata,,,,
3209,Plantae,Coreopsis tinctoria,,,,
3210,Plantae,Coreopsis tripteris,,,,
3211,Plantae,Corethrogyne filaginifolia,,,,
3212,Plantae,Coriaria arborea,,,,
3213,Plantae,Cornus alternifolia,,,,
3214,Plantae,Cornus amomum,,,,
3215,Plantae,Cornus canadensis,,,,
3216,Plantae,Cornus drummondii,,,,
3217,Plantae,Cornus florida,,,,
3218,Plantae,Cornus mas,,,,
3219,Plantae,Cornus nuttallii,,,,
3220,Plantae,Cornus racemosa,,,,
3221,Plantae,Cornus sanguinea,,,,
3222,Plantae,Cornus sericea,,,,
3223,Plantae,Cornus unalaschkensis,,,,
3224,Plantae,Corokia cotoneaster,,,,
3225,Plantae,Cortaderia jubata,,,,
3226,Plantae,Cortaderia selloana,,,,
3227,Plantae,Corylus americana,,,,
3228,Plantae,Corylus avellana,,,,
3229,Plantae,Corylus cornuta,,,,
3230,Plantae,Corylus cornuta californica,,,,
3231,Plantae,Corynocarpus laevigatus,,,,
3232,Plantae,Cosmos bipinnatus,,,,
3233,Plantae,Cotula coronopifolia,,,,
3234,Plantae,Crassula ovata,,,,
3235,Plantae,Crataegus monogyna,,,,
3236,Plantae,Crepis capillaris,,,,
3237,Plantae,Crocosmiacrocosmiiflora,,,,
3238,Plantae,Croton californicus,,,,
3239,Plantae,Croton capitatus,,,,
3240,Plantae,Croton monanthogynus,,,,
3241,Plantae,Croton setiger,,,,
3242,Plantae,Cryptotaenia canadensis,,,,
3243,Plantae,Cucurbita foetidissima,,,,
3244,Plantae,Cupressus macrocarpa,,,,
3245,Plantae,Cuscuta californica,,,,
3246,Plantae,Cuscuta gronovii,,,,
3247,Plantae,Cyathea dealbata,,,,
3248,Plantae,Cyathea medullaris,,,,
3249,Plantae,Cylindropuntia bigelovii,,,,
3250,Plantae,Cylindropuntia echinocarpa,,,,
3251,Plantae,Cylindropuntia fulgida,,,,
3252,Plantae,Cylindropuntia imbricata,,,,
3253,Plantae,Cylindropuntia leptocaulis,,,,
3254,Plantae,Cylindropuntia prolifera,,,,
3255,Plantae,Cylindropuntia ramosissima,,,,
3256,Plantae,Cymbalaria muralis,,,,
3257,Plantae,Cynara cardunculus,,,,
3258,Plantae,Cynodon dactylon,,,,
3259,Plantae,Cynoglossum grande,,,,
3260,Plantae,Cynoglossum officinale,,,,
3261,Plantae,Cynosurus echinatus,,,,
3262,Plantae,Cyperus eragrostis,,,,
3263,Plantae,Cyperus esculentus,,,,
3264,Plantae,Cypripedium acaule,,,,
3265,Plantae,Cypripedium parviflorum,,,,
3266,Plantae,Cypripedium parviflorum pubescens,,,,
3267,Plantae,Cypripedium reginae,,,,
3268,Plantae,Cystopteris bulbifera,,,,
3269,Plantae,Cystopteris fragilis,,,,
